songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
3pgRZtVWo9k7ryOqmTeHuU,U + Me (Love Lesson),Mary J. Blige,61,0.653,0.499,1,-8.532,0.0668,0.00613,2.1e-05,0.154,0.21,72.514,4,Top Lists
2amzBJRBPOGszBem4FedfE,Let You Down,NF,79,0.661,0.715,5,-5.651,0.119,0.316,0.0,0.178,0.411,148.027,4,Top Lists
4ez93TABX3rWyZVQsgdMo1,Blood On The Surface,Mikky Ekko,18,0.533,0.662,4,-6.522,0.0378,0.0165,9e-05,0.0905,0.331,107.008,4,Top Lists
6cgxxrABqP1IsNz64oDwTv,No One Really Wants Me,hunter & wolfe,43,0.585,0.545,6,-6.598,0.0282,0.153,0.000145,0.0685,0.489,134.007,4,Top Lists
57p8CBvPOxrvyCbn6ttl5r,Would You Ever,Skrillex,90,0.653,0.91,10,-3.36,0.0566,0.0079,0.0,0.318,0.0861,126.047,4,Top Lists
2nYwV62UABTH0NanrwVIdQ,Perplexing Pegasus,Rae Sremmurd,85,0.897,0.448,1,-8.874,0.0766,0.000725,1.2e-05,0.365,0.305,145.971,4,Top Lists
1T4FALKRHCfXXdJTnPQFWU,Passion,AWOLNATION,20,0.646,0.857,10,-5.2,0.0582,0.0649,0.0896,0.12,0.77,138.004,4,Top Lists
06h7n5DewHqOu8bwsTfhoL,The Wanting,J. Roddy Walston & The Business,54,0.553,0.927,2,-4.327,0.0363,0.0484,0.0,0.0563,0.392,104.932,4,Top Lists
04zTo5p0wVzQXXSKLuLSOh,The Makings Of You,Tamar Braxton,59,0.494,0.477,1,-6.688,0.0465,0.392,0.0,0.191,0.225,139.968,4,Top Lists
1oSYUAHVO4Dkueh9aDpGGG,Same Ol Problems,Rhett,44,0.84,0.423,5,-7.03,0.0896,0.465,0.0,0.109,0.779,88.98,4,Top Lists
6tF92PMv01Ug9Dh8Rmy6nH,New Rules,Dua Lipa,84,0.756,0.682,9,-6.577,0.0753,0.00274,9e-06,0.147,0.589,116.008,4,Top Lists
2QnE0PBovkTW5PpCgvgiu8,Another Love Song,Ne-Yo,66,0.682,0.798,11,-3.672,0.0534,0.0261,0.0,0.367,0.76,115.008,4,Top Lists
0WQcnrsEqrY2e5nexGe3HX,Walk On Water,A$AP Mob,78,0.9,0.532,0,-5.516,0.0744,0.0889,0.0,0.0533,0.592,140.023,4,Top Lists
5YzA563GXTuwQaRq24z1k5,Como Antes,Yandel,85,0.813,0.876,1,-4.278,0.172,0.182,0.0,0.394,0.746,94.987,4,Top Lists
6KSo1lI5GUtlvksaDWM7ZO,Missing You,Boston Bun,65,0.675,0.811,0,-6.966,0.0629,0.00301,0.0413,0.126,0.261,126.023,4,Top Lists
7dygIA9peSq4AKBRF5pi8G,Man Enough Now,Chris Bandi,76,0.591,0.577,2,-6.107,0.0331,0.0159,0.0,0.162,0.52,156.107,4,Top Lists
4S2g7CsaJNIgY7Qsdav4Od,American Dreams,Papa Roach,34,0.586,0.887,2,-5.255,0.0547,0.00137,0.0,0.13,0.395,108.908,4,Top Lists
0NqZ65jPelNB13gzsvH2Ma,At The Club,Jacquees,58,0.795,0.668,7,-7.288,0.093,0.124,0.0,0.0739,0.372,92.029,4,Top Lists
6V2AHCTqyVsN4c9R3X3BWj,Sleepless In NYC,Autograf,57,0.735,0.718,3,-4.797,0.0905,0.525,0.000431,0.381,0.607,99.954,4,Top Lists
7oAraczbemGSNWqnbkU87R,Too Good At Goodbyes,Sam Smith,91,0.515,0.378,5,-8.264,0.065,0.618,0.0,0.172,0.536,91.883,4,Top Lists
3DRZp9kykKCfnaU1Kd2AWY,One Night Only,The Struts,57,0.207,0.893,0,-2.349,0.0942,0.0151,6.2e-05,0.668,0.323,159.085,4,Top Lists
2NkbRmygVirMQFCjSkyY7Q,Too Much To Ask,Niall Horan,83,0.443,0.55,0,-6.417,0.041,0.371,0.0,0.125,0.188,77.52,4,Top Lists
2I88NEWpKrAPZuapXNV5G6,Belong To You (feat. 6LACK) - Remix [Bonus Track],Sabrina Claudio,61,0.605,0.553,10,-10.845,0.101,0.274,0.0152,0.184,0.62,152.076,4,Top Lists
6usHXaTn54uwwozmH00d3X,Written in the Sand,Old Dominion,61,0.725,0.437,6,-9.602,0.0575,0.593,0.0,0.0842,0.745,83.985,4,Top Lists
01vrWLJ1TItip1qJ0d4zeD,Winter dawn,Colleen,45,0.728,0.824,1,-10.149,0.0565,0.917,0.796,0.116,0.963,115.22,3,Top Lists
4CIvBx8grkguEP8yew9Yil,Holding On,Lika Morgan,61,0.723,0.918,8,-3.586,0.123,0.177,0.00825,0.121,0.891,124.031,4,Top Lists
7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,Sam Hunt,86,0.731,0.469,5,-7.226,0.0326,0.463,1e-06,0.103,0.618,98.963,4,Top Lists
3v94lXvmQ4q80RJpYnBuGY,Headphones,WALK THE MOON,23,0.531,0.877,0,-3.822,0.187,0.00249,0.0788,0.0515,0.529,170.01,4,Top Lists
2UAcIBImO54NSHwXiqxMiY,Blue,Elan Noon,46,0.39,0.297,11,-11.24,0.032,0.935,0.000925,0.126,0.326,90.93,4,Top Lists
693iqPOQvhI7PobtR8CC8v,Bonita,J Balvin,90,0.782,0.868,5,-1.715,0.04,0.0106,0.00252,0.29,0.876,96.042,4,Top Lists
17DjWsC0G9YQtAiepG3c5v,Stunting Aint Nuthin (feat. Slim Jxmmi & Young Dolph),Gucci Mane,0,0.86,0.71,7,-5.705,0.285,0.177,0.0,0.0865,0.764,122.993,4,Top Lists
1JBrLoAYGbdDjNuRqdyjA8,Win,Tee Grizzley,66,0.872,0.679,7,-8.334,0.277,0.188,0.0,0.0996,0.588,99.969,4,Top Lists
2y0KjYzfc4FjsrWSuVsBUk,Used To,LeToya Luckett,63,0.725,0.704,8,-5.859,0.0428,0.00173,4.3e-05,0.0904,0.326,102.02,4,Top Lists
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,86,0.797,0.844,11,-5.482,0.275,0.0651,0.0,0.087,0.522,170.142,4,Top Lists
2bMn6j2eW7urPkxHnwk9nq,Dont Go,Kevin Ross,59,0.62,0.709,8,-8.5,0.122,0.571,3.7e-05,0.119,0.551,89.959,4,Top Lists
0kyo24FJ37m3fiKcEt0AA9,What We Remember,Anggun,27,0.786,0.743,2,-6.796,0.0453,0.113,0.000782,0.186,0.38,114.027,4,Top Lists
70lnL3QaSOIIyMa2X9aVRL,Perro Fiel,Shakira,85,0.75,0.76,1,-4.836,0.198,0.187,0.0,0.0548,0.896,183.817,4,Top Lists
13X0XdLMOdtbXVtAj2ox4h,Besándote,Piso 21,86,0.724,0.809,7,-4.96,0.056,0.0345,0.0,0.169,0.495,95.037,4,Top Lists
3Q2UQDQODR7hrMmBqbbdTu,Take Me To Your Leader,Walker & Royce,59,0.737,0.593,11,-7.715,0.0416,0.000923,4.8e-05,0.0962,0.849,125.008,4,Top Lists
30zIhIH1XViWRNqmaDZ48u,Real Thing (feat. Future),Tory Lanez,29,0.664,0.507,7,-8.219,0.383,0.00834,0.0,0.472,0.343,160.058,4,Top Lists
5SE57ljOIUJ1ybL9U6CuBH,DNA,BTS,92,0.598,0.775,1,-4.035,0.0545,0.022,0.0,0.0677,0.687,129.819,4,Top Lists
209gZgcfLq2aUuu51vOWBl,Hey DJ,CNCO,90,0.792,0.819,5,-5.418,0.0867,0.0309,0.0,0.389,0.45,89.98,4,Top Lists
1E2ePlJmijVSX0o1G9TFgR,Love Galore,SZA,56,0.795,0.594,0,-6.2,0.0747,0.111,0.0,0.162,0.404,135.002,4,Top Lists
5075foWfaIxJZr3hGMopXO,Deserve (feat. Travis Scott),Kris Wu,71,0.677,0.697,5,-5.63,0.0321,0.0198,0.0,0.144,0.61,134.0,4,Top Lists
61mnlyQlnPuq1GEX0LxIWh,Live Up To My Name,Baka Not Nice,81,0.943,0.495,6,-5.964,0.18,0.0575,0.0,0.0952,0.571,129.971,4,Top Lists
16qXgDYtEBOTC8elfnU975,Rubbin off the Paint,YBN Nahmir,65,0.516,0.459,1,-17.459,0.432,0.00934,0.0,0.286,0.398,108.109,5,Top Lists
66pxmg3Jhjm09tHoWR1wVR,All the Pretty Girls,Kenny Chesney,77,0.612,0.848,6,-3.736,0.0368,0.00916,0.0,0.366,0.72,120.996,4,Top Lists
50114M3E4kntAPbV2uEfiV,The Light (Radio Edit),Tony Silanto,53,0.582,0.85,7,-5.453,0.0367,0.000558,0.823,0.28,0.163,121.986,4,Top Lists
1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),Daniel Caesar,79,0.524,0.364,7,-10.209,0.0367,0.808,0.0,0.1,0.436,75.24,4,Top Lists
3mxWDt0eKXfl4C1e4oIP0J,Se Preparó,Ozuna,85,0.739,0.821,1,-4.233,0.0852,0.222,1e-05,0.311,0.687,171.077,4,Top Lists
1LzguIGcb1qtA1Kw9pfwAP,No Roots,Alice Merton,63,0.863,0.657,7,-7.295,0.105,0.264,0.00619,0.0713,0.812,115.958,4,Top Lists
7GWo0tyrAT1e3TwpxWqFE1,What Makes You Country,Luke Bryan,66,0.51,0.947,0,-1.746,0.0445,0.0108,0.0,0.153,0.749,159.995,4,Top Lists
1Od4oeoDLqSy2R7kmhItqA,Today Its Blue,mudchute,44,0.843,0.741,10,-7.256,0.335,0.391,0.135,0.83,0.824,94.987,4,Top Lists
7iNIg7XDEaYECfWD5dJ9Va,Friends (with BloodPop®),Justin Bieber,89,0.744,0.752,8,-5.316,0.0368,0.00398,0.0,0.307,0.624,104.99,4,Top Lists
31MkGwj0SWgZaTvEt5Hgxv,What About Us,P!nk,95,0.386,0.594,1,-6.186,0.0565,0.0254,3e-06,0.0873,0.19,113.843,4,Top Lists
5d4l67BejhQZ9uQtTCfYfL,Before I Do,Sevyn Streeter,70,0.66,0.532,6,-6.847,0.071,0.204,0.0,0.113,0.626,79.035,4,Top Lists
5Zx1zVpDJsNgyY3HvNfsfC,Happens Like That,Granger Smith,63,0.557,0.807,7,-5.428,0.0825,0.189,0.0,0.234,0.564,81.045,4,Top Lists
4yp4pNVchQvlsThtay0eQc,Give Me,Boye,52,0.828,0.447,6,-9.789,0.0778,0.156,0.000918,0.11,0.648,124.031,4,Top Lists
5OFMSC86JMPG87C3jAdIgJ,Ready to Change,Kodaline,30,0.522,0.86,5,-4.758,0.0376,0.000384,3e-06,0.188,0.451,100.51,4,Top Lists
0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,91,0.677,0.497,5,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,4,Top Lists
6rcKz2VYbcaHJ0qSXucR56,Too Hotty,Various Artists,77,0.891,0.399,1,-7.282,0.188,0.171,0.0,0.105,0.159,130.025,4,Top Lists
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,96,0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,3,Top Lists
3ktSe2NHl8RO1Fjh7mcvam,Es Tarde,Juanes,74,0.786,0.783,6,-6.784,0.0673,0.149,0.0,0.0634,0.739,96.968,4,Top Lists
7cJgiPDOlpnYjlBPcrT9kW,Sorry,Nothing But Thieves,72,0.669,0.777,8,-4.562,0.0269,0.00213,5.5e-05,0.128,0.527,128.004,4,Top Lists
5IF6IBPqbclVR7SQKmCIyA,Just Like You,Louis Tomlinson,68,0.703,0.628,0,-5.914,0.203,0.364,0.0,0.384,0.471,138.032,4,Top Lists
2iPyRFdr3eMQzOHfKIEyXS,Lights On,H.E.R.,36,0.664,0.415,10,-9.473,0.092,0.665,0.000434,0.0997,0.342,117.895,4,Top Lists
6PceMQ49pghxCJbLkf2OL5,Blind,Tamar Braxton,59,0.379,0.505,9,-5.483,0.0608,0.432,0.0,0.158,0.367,88.024,4,Top Lists
3ALt5jbn9Hse5jInFNUSwC,RUN IT UP,Dame D.O.L.L.A,62,0.728,0.835,7,-4.231,0.067,0.00376,3.1e-05,0.0894,0.552,90.0,4,Top Lists
7rPYNn4EnaKN2sI32bvL5P,Sail To The Sun,Angelica Bess,49,0.542,0.7,0,-6.584,0.0653,0.0835,0.0387,0.0959,0.159,150.062,4,Top Lists
5JAV6zTeezAuQRyGP9nRWd,Ill Be There,King Henry,59,0.519,0.536,11,-6.471,0.0806,0.241,0.00011,0.114,0.297,124.042,4,Top Lists
1uL78kFWxhz3umTMWJu8n5,Sauce It Up,Lil Uzi Vert,86,0.813,0.528,6,-6.305,0.313,0.0715,0.0,0.125,0.131,79.532,4,Top Lists
15BsrefgYpMgu1ZCIr8EJw,Painkiller,DREAMERS,59,0.583,0.926,0,-3.296,0.0318,0.00298,0.00101,0.121,0.208,99.988,4,Top Lists
0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,100,0.768,0.517,7,-4.323,0.0312,0.186,3.8e-05,0.104,0.408,104.992,4,Top Lists
2cnKEkpVUSV4wnjQiTWfH6,Escápate Conmigo,Wisin,93,0.747,0.864,8,-3.181,0.0599,0.0245,4.5e-05,0.0853,0.746,92.028,4,Top Lists
7CUYHcu0RnbOnMz4RuN07w,Despacito (Featuring Daddy Yankee),Luis Fonsi,83,0.618,0.793,2,-4.777,0.151,0.2,0.0,0.106,0.867,88.387,4,Top Lists
3FN7m7Ixqbov2jahrWWwfr,Words You Say,Bessie Turner,47,0.654,0.678,8,-8.544,0.0289,0.0568,2e-06,0.0931,0.615,112.033,4,Top Lists
3YkjCkzzGi1nOAS4jubpzR,Two Three One - Radio Edit,Danny Howard,49,0.925,0.937,11,-5.879,0.174,0.00491,0.633,0.08,0.666,124.013,4,Top Lists
2huH9q26JmfR0BzV4xKzny,Achoo,Keith Ape,65,0.659,0.839,2,-4.106,0.162,0.167,0.0,0.389,0.624,119.935,4,Top Lists
7JhTr0G0gr3ESY3B9uqPi4,Dig Down,Muse,72,0.422,0.353,0,-8.414,0.0553,0.0611,0.000391,0.129,0.193,127.056,4,Top Lists
0YP9f7yL3DsyIADNVZQrH1,Up To Something,Naaz,28,0.777,0.731,1,-5.551,0.11,0.233,5e-06,0.159,0.431,113.908,4,Top Lists
5YzaostcCu9Sgp5T7bFuX3,Juvenile,The Blaze,66,0.63,0.554,9,-9.675,0.0256,0.00393,0.829,0.145,0.135,127.013,4,Top Lists
45HAjqRWiNv6mMPw4NvZrU,Come Together,Gary Clark Jr.,70,0.447,0.788,2,-4.994,0.0464,0.00257,1.7e-05,0.0744,0.505,80.04,4,Top Lists
5MMu9zi4UrctTCXQqNJUCY,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,40,0.526,0.851,0,-3.788,0.0672,0.0514,0.0,0.127,0.292,180.034,4,Top Lists
0D8ZpOXVjapLXrjz5VfZSD,Pray,Sam Smith,80,0.381,0.379,4,-9.36,0.0501,0.292,3e-06,0.0864,0.153,175.067,3,Top Lists
7fUapQLcMP2yXNTm8KPfjK,Made Love First,Marc E. Bassy,31,0.639,0.496,1,-8.426,0.0651,0.248,0.0,0.335,0.465,139.984,4,Top Lists
5Nu5Uyoauauy9LFePYL1Z3,Late Night,ODESZA,69,0.612,0.628,2,-6.754,0.0752,0.0358,0.00898,0.193,0.436,125.043,4,Top Lists
0W363qrIc4GwuwOqa0WAEO,Nobody Compares To You,Gryffin,66,0.584,0.739,2,-4.72,0.0435,0.216,0.0,0.188,0.351,104.884,4,Top Lists
5q2JbCNi4FcnglgPfxcV65,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,88,0.639,0.869,11,-4.024,0.147,0.27,0.0,0.0802,0.766,169.801,4,Top Lists
1YMBg7rOjxzbya0fPOYfNX,A Different Way (with Lauv),DJ Snake,80,0.78,0.764,8,-4.098,0.0391,0.512,1e-06,0.152,0.545,104.988,4,Top Lists
5GI8QlM6RlyZjegB9CFk7U,Jungle (Radio Edit),Tash Sultana,63,0.541,0.718,1,-5.544,0.0295,0.178,0.0,0.0956,0.539,146.037,4,Top Lists
743mWMRgafToEUJriLLgkg,Sorry Not Sorry,Demi Lovato,89,0.695,0.632,11,-6.922,0.261,0.0264,0.0,0.252,0.87,143.794,4,Top Lists
6foxplXS0YEq8cO374Lty4,Gucci Gang,Lil Pump,89,0.95,0.533,5,-7.022,0.148,0.247,0.0,0.114,0.675,119.869,4,Top Lists
76p5f94LHvCUYznIVzN2HJ,Revenge,P!nk,28,0.729,0.747,10,-7.381,0.345,0.037,0.0,0.276,0.717,87.034,4,Top Lists
6PtIXICwmoxCgLjw2zApDs,"Young Lady, Youre Scaring Me",Ron Gallo,64,0.371,0.921,9,-5.533,0.0784,0.0113,2.7e-05,0.43,0.495,109.675,4,Top Lists
6qDF4wWL49CAVbgT7yuHl8,Sigo Extrañándote,J Balvin,83,0.889,0.853,9,-4.26,0.241,0.154,0.000107,0.205,0.916,93.022,4,Top Lists
267YwBfEzHNZMdLnEJpB17,I Run,Blu Samu,42,0.47,0.645,5,-6.864,0.365,0.578,0.0,0.24,0.732,166.543,4,Top Lists
5xMzazov0IHYllrc8U2K6F,Ni Tú Ni Yo,Jennifer Lopez,82,0.673,0.907,1,-3.716,0.074,0.123,0.0,0.423,0.766,109.04,4,Top Lists
5xS9hkTGfxqXyxX6wWWTt4,Mary Janes Last Dance,Tom Petty and the Heartbreakers,65,0.451,0.669,10,-9.033,0.0651,0.0267,0.0,0.153,0.51,169.632,4,Top Lists
0Szp49tpFasIjX04Mcsydp,Tu Foto,Ozuna,88,0.735,0.482,7,-9.21,0.0508,0.205,0.000194,0.0894,0.783,175.907,4,Top Lists
5f8z7Cp7CY9T54Cnq1YVlh,Giver,K.Flay,56,0.638,0.6,1,-4.397,0.0279,0.00464,0.00988,0.0565,0.576,88.006,4,Top Lists
1EpW7yC74kBsF0f2ORg7Ud,Hometown,Kane Brown,49,0.613,0.893,0,-3.918,0.058,0.0597,0.0,0.0932,0.57,120.021,4,Top Lists
4ywzpncx1NBWVt47L4VxLj,Here with You - Mastrovita X Mordkey Remix,Lost Frequencies,40,0.621,0.953,1,-4.309,0.0566,0.0669,0.00105,0.0972,0.0317,128.013,4,Top Lists
3wGEwxnWKhHMA3C9fkAhHs,Scream,Tiësto,60,0.657,0.886,7,-4.107,0.0861,0.00174,0.0863,0.2,0.0596,130.016,4,Top Lists
26bagHWcawT0HA0TkUbG2a,Too Quick,MadeinTYO,74,0.841,0.665,1,-6.568,0.271,0.221,0.0,0.277,0.456,135.984,4,Top Lists
5XlvOh5YbJMp7CU3NoksNf,Leaving,Illenium,68,0.281,0.639,11,-3.452,0.0381,0.0359,1.7e-05,0.951,0.182,140.776,4,Top Lists
2rvVqBEQhmSBYj30Ssp8EV,High,Ledisi,59,0.723,0.531,9,-6.818,0.219,0.629,0.0,0.0921,0.381,101.052,4,Top Lists
045SnNDjOfOLKM5OxARH4g,Small Town Boy,Dustin Lynch,61,0.553,0.747,9,-5.905,0.0292,0.0244,0.0,0.363,0.702,73.033,4,Top Lists
5y1jgbDNgTfxoWXv3FhH2Q,Little One,Highly Suspect,68,0.474,0.351,7,-7.533,0.0292,0.0122,7e-06,0.112,0.108,139.827,3,Top Lists
2VmuO6Ku6Tki3YqE2NbBHP,When We,Tank,73,0.612,0.325,6,-9.497,0.0794,0.186,1.1e-05,0.109,0.0628,117.831,4,Top Lists
6Yv89JlxEW2ExknP3i0pde,Time To Jack,TJR,62,0.662,0.969,9,-2.618,0.0439,0.00149,0.729,0.322,0.335,128.026,4,Top Lists
5GG3knKdxKWrNboRijxeKF,Run Me Dry,Bryson Tiller,83,0.646,0.756,9,-9.017,0.487,0.393,3.2e-05,0.202,0.614,193.881,4,Top Lists
6X5OFBbrsHRsyO1zP7udgr,Mans Not Hot,Big Shaq,69,0.895,0.877,0,-4.206,0.269,0.103,3.6e-05,0.106,0.595,135.036,4,Top Lists
4XCQtUoRSh22Ep18ULmDnT,La Formula (feat. Chris Jeday),De La Ghetto,82,0.701,0.845,2,-2.738,0.0668,0.118,8e-06,0.311,0.756,172.028,4,Top Lists
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,99,0.52,0.761,4,-3.093,0.0853,0.256,5e-06,0.17,0.266,141.971,4,Top Lists
2GsjcR2O2OKYSpd3hXWyMH,Mood,dvsn,70,0.622,0.446,9,-9.647,0.22,0.318,0.0135,0.0904,0.168,68.85,4,Top Lists
6UsoV6X96Rox9mfxoz7SFy,You Broke Up with Me,Walker Hayes,78,0.846,0.711,0,-7.939,0.061,0.496,0.0,0.247,0.875,120.013,4,Top Lists
2vaMWMPMgsWX4fwJiKmdWm,Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,80,0.717,0.753,7,-4.609,0.311,0.293,0.0,0.158,0.631,169.857,4,Top Lists
3umS4y3uQDkqekNjVpiRUs,El Amante,Nicky Jam,87,0.683,0.691,8,-5.535,0.0432,0.243,0.0,0.14,0.746,179.91,4,Top Lists
7MUNNBJKYo3cdokp06wEOB,Lay It On Me,Vance Joy,77,0.728,0.673,5,-5.766,0.0318,0.0964,7e-06,0.0695,0.491,127.995,4,Top Lists
3xvCfVbdStp3ll1ecHk5VA,Garden,Norbert Lukacs,43,0.481,0.402,2,-11.699,0.0315,0.64,0.0105,0.11,0.489,135.971,4,Top Lists
3kFfAvGOouKO1lSlngEO4x,Fix Me,Beck,30,0.597,0.627,0,-6.796,0.0226,0.0786,0.793,0.112,0.351,79.96,4,Top Lists
0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,Jon Pardi,81,0.594,0.824,9,-4.252,0.0458,0.0617,0.0,0.0861,0.666,116.005,4,Top Lists
4Ux0Y0eQYv4HJPvuxioosx,I Just Cant,R3HAB,84,0.652,0.595,6,-6.944,0.0419,0.162,0.0,0.148,0.303,77.538,4,Top Lists
6aLpLTAUASREvQE105XOb3,Right To It (feat. Ashe),Louis The Child,64,0.688,0.622,1,-7.264,0.14,0.0852,1e-06,0.296,0.806,78.993,4,Top Lists
7cqWPcQL8FTpfeAI2IIfAe,California,Illyus & Barrientos,54,0.707,0.796,11,-5.43,0.0346,0.0132,0.534,0.167,0.526,121.988,4,Top Lists
3QwBODjSEzelZyVjxPOHdq,Otra Vez (feat. J Balvin),Zion & Lennox,85,0.832,0.772,10,-5.429,0.1,0.0559,0.000486,0.44,0.714,96.016,4,Top Lists
2771LMNxwf62FTAdpJMQfM,Bodak Yellow,Cardi B,96,0.929,0.723,11,-5.792,0.109,0.0672,0.0,0.346,0.468,125.022,4,Top Lists
4Sj8JZ9zZfl8HaOav5yTVq,1-800-273-8255,Logic,37,0.622,0.593,5,-7.755,0.0414,0.56,0.0,0.175,0.361,100.048,4,Top Lists
3dskm5fAe8OkBtM9E0VVWx,Almost Like Praying (feat. Artists for Puerto Rico),Lin-Manuel Miranda,72,0.471,0.791,5,-3.373,0.238,0.0198,0.0,0.232,0.507,188.36,4,Top Lists
2fp9OVhTPiSrirnf9AJF4D,Keep On,Landis,52,0.814,0.744,4,-3.819,0.131,0.135,0.000327,0.101,0.501,124.01,4,Top Lists
25wStx3LyTjYmHTd3RDu0t,Ex (feat. YG),Ty Dolla $ign,74,0.77,0.426,5,-5.717,0.0473,0.0116,0.0,0.273,0.523,102.056,4,Top Lists
3oAytteuxfs1LZovbHk4uJ,I Need A Painkiller - Armand Van Helden Vs. Butter Rush,Armand Van Helden,55,0.748,0.951,9,-4.579,0.0409,0.00109,0.185,0.359,0.569,125.018,4,Top Lists
2N2EoS0dVmkNT0tfI0OYUA,This Night Back,Canaan Smith,70,0.587,0.863,4,-4.803,0.04,0.161,0.0,0.159,0.537,160.167,4,Top Lists
2LBqCSwhJGcFQeTHMVGwy3,Die For You,The Weeknd,68,0.599,0.511,1,-7.136,0.0615,0.0975,0.0,0.147,0.498,133.496,4,Top Lists
3zoYkqS4y2BsGVShPL2nTE,Reggaetón Lento (Remix) [CNCO & Little Mix],CNCO,92,0.527,0.907,4,-3.09,0.11,0.154,0.0,0.0993,0.664,93.813,4,Top Lists
3PaqbRfUAxp91XYS2PJHZ1,Run,Matt Nash,61,0.575,0.836,6,-8.097,0.0735,0.213,0.0642,0.106,0.234,119.909,4,Top Lists
28M6sPGxpAfKtHIUZeL37v,1-800-273-8255,Logic,32,0.624,0.584,5,-7.568,0.0476,0.692,5e-06,0.0944,0.363,100.021,4,Top Lists
5LVoGJTyG6fLJgoGkY2QAZ,Ahora Dice,Chris Jeday,85,0.706,0.689,6,-5.533,0.17,0.286,0.0,0.123,0.42,144.127,4,Top Lists
7yn0VcF2VmVlwWFTZ3GcNO,Juice,Yo Gotti,64,0.887,0.568,2,-5.853,0.323,0.00171,1.1e-05,0.0812,0.754,162.038,4,Top Lists
0ERbK7qVqveCaBWIiYCrl3,Bella y Sensual,Romeo Santos,89,0.635,0.713,11,-6.909,0.0937,0.228,0.0,0.0506,0.749,179.864,4,Top Lists
2ZYBwkmtYhgUj1A7teYAZ7,Suit And Jacket,Judah & the Lion,69,0.448,0.596,10,-8.485,0.0471,0.246,1.7e-05,0.102,0.123,164.233,4,Top Lists
4HW5kSQ8M2IQWZhSxERvla,Spice Girl,Aminé,76,0.627,0.462,0,-7.686,0.253,0.408,0.0,0.155,0.843,78.811,4,Top Lists
3mBjUka3HBmY2TRL7HqyEE,Living On The 110,Prophets Of Rage,48,0.564,0.95,9,-5.098,0.0471,0.000343,0.0307,0.0843,0.717,157.918,4,Top Lists
4uJGK9vV70SDkoa8xUUlzD,Phone Calls,Jessie Reyez,30,0.805,0.215,11,-12.779,0.396,0.567,0.0,0.154,0.375,109.936,4,Top Lists
3I50P6a8P4c9SxIYSeZUhS,Hurricane,Thrice,65,0.281,0.814,5,-6.127,0.0464,0.000245,7e-06,0.134,0.185,106.791,4,Top Lists
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,97,0.872,0.391,0,-9.144,0.242,0.469,4e-06,0.297,0.437,134.021,4,Top Lists
1RGyaAu7tDpoNeB2QGKR0v,Stay Where You Are (feat. J. Valentine),Tank,58,0.486,0.594,5,-7.085,0.132,0.224,4e-06,0.0928,0.373,120.422,3,Top Lists
7CEJH5Ed7FBbXF6CqBQPlJ,My Dawg,Lil Baby,67,0.942,0.559,10,-6.406,0.0638,0.0424,0.0,0.0938,0.555,133.01,4,Top Lists
31x4wWBghN7f5PiEZUmcAW,Smooth,Florida Georgia Line,76,0.471,0.848,6,-5.355,0.0538,0.214,1.8e-05,0.658,0.319,161.049,4,Top Lists
5XQMr19TL7Mfksq9zihbOu,Questions,Chris Brown,92,0.614,0.598,10,-6.335,0.0561,0.00543,0.0,0.1,0.569,105.803,4,Top Lists
7fR5bApzyUW5swONO3T2cH,Luh Ya,Marsha Ambrosius,65,0.49,0.605,9,-8.765,0.419,0.0596,0.0,0.107,0.272,180.109,4,Top Lists
5i6lY64509lTzLZF0MIn2J,IMAGINATION,Adrian Marcel,59,0.663,0.679,5,-4.599,0.122,0.229,7.9e-05,0.187,0.614,142.04,4,Top Lists
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,32,0.619,0.938,5,-5.245,0.35,0.0257,1.4e-05,0.128,0.601,94.38,4,Top Lists
0yyZN5ASdrYu0XYWFzfxUu,3 A.M.,Jesse & Joy,87,0.702,0.84,0,-3.547,0.0879,0.0112,0.0,0.119,0.624,101.99,4,Top Lists
5EsJkqTznyjUWzB3g9lk47,KILL4ME,Marilyn Manson,66,0.637,0.695,11,-6.122,0.0358,0.00298,9e-06,0.519,0.37,107.985,4,Top Lists
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,97,0.798,0.539,1,-6.351,0.0421,0.199,1.7e-05,0.165,0.41,136.949,4,Top Lists
